num_poste,datouvr,datferm,commune,nom_usuel,lieu_dit,lat_dms,lon_dms,latitude,longitude,lambx,lamby,lambx_100,lamby_100,latitude_calc,longitude_calc,alti,oaci,type_poste_actuel,
98740601,01-Jun-2008,null,RANGIROA,MAKATEA,MAKATEA,"15°30'0""S","148°30'0""W",-15.500000,-148.500000,9831,82813,9830.89,82812.73,-15.5,-148.5,0,null,7,
98741001,01-Jan-1937,null,RAPA,RAPA,AHUREI VILLAGE,"27°37'6""S","144°20'5""W",-27.618333,-144.334833,13569,69148,13568.73,69148.46,-27.61833333,-144.33472222,2,null,0,
98741002,01-Sep-2014,null,RAPA,RAPA 1,Tukou - Aniani,"27°35'52""S","144°20'43""W",-27.597667,-144.345333,13560,69172,13559.92,69172.23,-27.59777778,-144.34527778,20,null,4,
98741600,01-Jun-2008,null,RAPA,MAROTIRI,MAROTIRI,"28°0'0""S","143°30'0""W",-28.000000,-143.500000,14365,68661,14365.14,68660.87,-28,-143.5,0,null,7,
98741601,20-Aug-2010,null,RAPA,PT-OUEST-RAPA,PT-OUEST-RAPA,"27°30'0""S","147°30'0""W",-27.500000,-147.500000,10438,69461,10437.54,69460.66,-27.5,-147.5,0,null,7,
98741602,20-Aug-2010,null,RAPA,PT-RAPA,PT-RAPA,"27°30'0""S","142°30'0""W",-27.500000,-142.500000,15405,69138,15405.11,69137.93,-27.5,-142.5,0,null,7,
98741603,20-Aug-2010,null,RAPA,PT-EST-RAPA,PT-EST-RAPA,"27°30'0""S","137°30'0""W",-27.500000,-137.500000,20418,68603,20418.34,68602.82,-27.5,-137.5,0,null,7,
98742001,01-Jan-1954,31-Dec-1991,REAO,REAO METEO,METEO REAO,"18°28'12""S","136°27'54""W",-18.470000,-136.465000,22656,78754,22655.66,78754.46,-18.47,-136.465,7,null,0,
98742003,01-Apr-2002,null,REAO,REAO,TAPUARAVA VILLAGE,"18°28'6""S","136°27'42""W",-18.468333,-136.461667,22659,78756,22659.48,78756.03,-18.46833333,-136.46166667,2,null,4,
98743001,01-Jan-1958,30-Jun-1973,RIMATARA,AMARU,AMARU VILLAGE,"22°38'54""S","152°47'30""W",-22.648333,-152.791667,5214,74954,5214.06,74953.61,-22.64833333,-152.79166667,6,null,4,
98743002,01-Jun-1981,31-May-2017,RIMATARA,AMARU,Pension UEUE,"22°38'59""S","152°47'44""W",-22.649833,-152.795667,5210,74952,5209.95,74951.96,-22.64972222,-152.79555556,5,null,4,
98743003,01-Dec-2012,null,RIMATARA,MOORERE,Moorere,"22°38'17""S","152°48'16""W",-22.638000,-152.804500,5201,74965,5200.89,74965.07,-22.63805556,-152.80444444,17,null,1,
98743600,01-Jun-2008,null,RIMATARA,RIMATARA,RIMATARA,"22°30'0""S","153°30'0""W",-22.500000,-153.500000,4486,75117,4485.70,75117.10,-22.5,-153.5,0,null,7,
98743601,20-Aug-2010,null,RIMATARA,PT-OUEST-AUSTRALES,PT-OUEST-AUSTRALES,"22°30'0""S","152°30'0""W",-22.500000,-152.500000,5514,75117,5514.30,75117.10,-22.5,-152.5,0,null,7,
98744001,01-Mar-1948,31-Oct-1975,RURUTU,MOERAI,MOERAI VILLAGE,"22°27'12""S","151°20'6""W",-22.453333,-151.335000,6713,75160,6713.35,75160.11,-22.45333333,-151.335,3,null,4,
98744002,01-Jan-1978,null,RURUTU,RURUTU-AERO,MOERAI AERODROME,"22°25'56""S","151°22'5""W",-22.432167,-151.368000,6680,75184,6679.64,75183.92,-22.43222222,-151.36805556,5,NTAR,4,
98744003,01-Dec-1982,null,RURUTU,HAUTI,HAUTI VILLAGE,"22°29'11""S","151°19'32""W",-22.486500,-151.325500,6723,75123,6722.72,75123.27,-22.48638889,-151.32555556,3,null,4,
98744004,01-Dec-1982,31-Dec-1989,RURUTU,AVERA,AVERA VILLAGE,"22°28'54""S","151°20'60""W",-22.481667,-151.350000,6698,75129,6697.57,75128.91,-22.48166667,-151.35,4,null,4,
98744005,11-Mar-2011,null,RURUTU,MOERAI 2,PEVA,"22°27'47""S","151°19'21""W",-22.463000,-151.322500,6726,75149,6726.10,75149.26,-22.46305556,-151.3225,5,null,2,
98745001,01-Jan-1975,31-Dec-2021,TAHAA,HAAMENE,Tevairoa,"16°38'41""S","151°28'34""W",-16.644833,-151.476000,6625,81591,6625.45,81590.93,-16.64472222,-151.47611111,2,null,4,
98745002,01-Aug-1982,null,TAHAA,PATIO,Taipiti camping,"16°34'39""S","151°30'52""W",-16.577500,-151.514500,6585,81666,6584.93,81665.75,-16.5775,-151.51444444,1,null,4,
98745003,01-Apr-2000,null,TAHAA,VAITOARE,Taiahoe 8,"16°40'46""S","151°27'44""W",-16.679500,-151.462167,6640,81552,6639.91,81552.46,-16.67944444,-151.46222222,2,null,4,
98745004,01-Jun-2003,29-Mar-2010,TAHAA,RUUTIA,BAIE DE HUREPITI,"16°39'12""S","151°31'12""W",-16.653333,-151.520000,6578,81582,6578.44,81581.88,-16.65333333,-151.52,3,null,4,
98745005,01-Jan-2005,null,TAHAA,FAAAHA,Tevainui,"16°37'32""S","151°27'34""W",-16.625500,-151.459500,6643,81612,6643.21,81612.19,-16.62555556,-151.45944444,6,null,4,
98745006,01-Jan-2006,30-Jun-2021,TAHAA,TAPUAMU,ParÃƒÂ®pari,"16°35'24""S","151°31'48""W",-16.590000,-151.530000,6568,81652,6568.29,81652.04,-16.59,-151.53,40,null,4,
98745007,11-Dec-2008,01-Jan-2023,TAHAA,HIPU,Vaima pK 15 Fare Vanira,"16°35'57""S","151°27'30""W",-16.599167,-151.458333,6645,81641,6644.68,81641.32,-16.59916667,-151.45833333,3,null,4,
98745008,01-Jan-2011,null,TAHAA,POTORU,Potoru,"16°40'16""S","151°30'13""W",-16.671167,-151.503500,6596,81562,6595.89,81562.01,-16.67111111,-151.50361111,3,null,4,
98745009,01-Jul-2021,31-Aug-2021,TAHAA,TAPUAMU 1,Fare Hotu,"16°37'8""S","151°32'51""W",-16.619000,-151.547500,6549,81620,6549.38,81620.08,-16.61888889,-151.5475,2,null,4,
98746001,01-Dec-1982,null,TAHUATA,HANATETENA,HANATETENA VILLAGE,"9°57'12""S","139°4'42""W",-9.953333,-139.078333,20404,88669,20404.36,88669.02,-9.95333333,-139.07833333,150,null,4,
98746002,01-Nov-1982,null,TAHUATA,VAITAHU,VAITAHU VILLAGE,"9°56'36""S","139°6'18""W",-9.943333,-139.105000,20375,88682,20374.78,88681.68,-9.94333333,-139.105,10,null,4,
98747001,01-Aug-1948,31-Jan-1961,TAIARAPU-EST,AFAAHITI 1,INCONNU,"17°46'0""S","149°16'18""W",-17.766667,-149.271667,8955,80317,8954.52,80316.75,-17.76666667,-149.27166667,348,null,4,
98747002,01-Aug-1948,null,TAIARAPU-EST,PUEU 1,PUEU PK6,"17°44'42""S","149°12'41""W",-17.745000,-149.211500,9019,80339,9018.89,80339.49,-17.745,-149.21138889,4,null,4,
98747003,01-Oct-1949,01-Aug-2004,TAIARAPU-EST,FAAONE 1,POINTE POIHAHI,"17°40'48""S","149°18'24""W",-17.680000,-149.306667,8919,80414,8919.24,80413.53,-17.68,-149.30666667,3,null,4,
98747004,01-May-1950,null,TAIARAPU-EST,AFAAHITI 2,PLATEAU DE TARAVAO PK7,"17°46'18""S","149°15'54""W",-17.771667,-149.265000,8961,80311,8961.49,80311.07,-17.77166667,-149.265,450,null,2,
98747005,01-Oct-1959,null,TAIARAPU-EST,AFAAHITI 3,LycÃƒÂ©e agricole DOOM,"17°43'55""S","149°19'6""W",-17.732000,-149.318333,8906,80356,8905.72,80356.15,-17.73194444,-149.31833333,10,null,2,
98747007,01-Jan-1961,null,TAIARAPU-EST,AFAAHITI 4,PLATEAU DE TARAVAO PK 5,"17°45'24""S","149°16'18""W",-17.756667,-149.271667,8955,80328,8954.74,80327.84,-17.75666667,-149.27166667,232,null,4,
98747008,01-Jan-1972,31-Mar-1990,TAIARAPU-EST,AFAAHITI 5,TARAVAO 2,"17°43'60""S","149°19'6""W",-17.733333,-149.318333,8906,80355,8905.69,80354.67,-17.73333333,-149.31833333,2,null,4,
98747009,01-Feb-1982,30-Jun-1989,TAIARAPU-EST,TAUTIRA 1,MATA HIVA,"17°45'24""S","149°10'30""W",-17.756667,-149.175000,9057,80326,9057.40,80325.77,-17.75666667,-149.175,4,null,4,
98747010,01-Nov-1987,31-Aug-1988,TAIARAPU-EST,TAUTIRA 2,TAUTIRA VILLAGE,"17°45'12""S","149°9'42""W",-17.753333,-149.161667,9072,80329,9071.63,80329.17,-17.75333333,-149.16166667,2,null,4,
98747011,01-Jun-1968,null,TAIARAPU-EST,TAIARAPU-EST,Mairie de Tautira,"17°44'44""S","149°9'32""W",-17.745667,-149.158833,9075,80338,9074.82,80337.61,-17.74555556,-149.15888889,2,null,0,
98747013,01-Feb-2003,01-Jan-2025,TAIARAPU-EST,FAAONE 2,UTURAUFEA,"17°41'34""S","149°18'16""W",-17.692667,-149.304500,8921,80399,8921.27,80399.45,-17.69277778,-149.30444444,3,null,4,
98747014,01-Feb-2003,null,TAIARAPU-EST,AFAAHITI 6,CET PAIHORO,"17°43'49""S","149°20'4""W",-17.730333,-149.334500,8889,80358,8888.58,80358.33,-17.73027778,-149.33444444,15,null,3,
98747015,01-Sep-2006,null,TAIARAPU-EST,FAAONE3,UTUOFAI,"17°39'37""S","149°18'52""W",-17.660333,-149.314500,8911,80435,8911.34,80435.49,-17.66027778,-149.31444444,10,null,4,
98747016,25-Jun-2015,null,TAIARAPU-EST,AFAAHITI 7,Plateau de Taravao,"17°44'56""S","149°17'31""W",-17.749000,-149.292000,8933,80337,8933.31,80336.76,-17.74888889,-149.29194444,120,null,1,
98747017,01-Jun-1999,null,TAIARAPU-EST,AHAVINI P1,null,"17°45'3""S","149°13'44""W",-17.750833,-149.228833,9000,80333,9000.36,80333.39,-17.75083333,-149.22888889,10,null,3,
98747018,01-Sep-1989,null,TAIARAPU-EST,TARAVAO P2,null,"17°47'4""S","149°14'50""W",-17.784500,-149.247167,8980,80296,8980.14,80296.47,-17.78444444,-149.24722222,750,null,3,
98747019,01-Aug-2003,null,TAIARAPU-EST,VAITEHORO P1,null,"17°45'47""S","149°14'43""W",-17.763000,-149.245167,8983,80320,8982.74,80320.25,-17.76305556,-149.24527778,128,null,3,
98747020,01-Apr-1975,null,TAIARAPU-EST,TARAVAO P1,null,"17°46'37""S","149°15'8""W",-17.777000,-149.252167,8975,80305,8975.00,80304.89,-17.77694444,-149.25222222,630,null,3,
98747800,01-Nov-2015,31-Mar-2016,TAIARAPU-EST,TAIARAPU-EST-DOUBLE,SOCIETE,"17°44'44""S","149°9'32""W",-17.745667,-149.158833,9075,80338,9074.82,80337.61,-17.74555556,-149.15888889,2,null,5,
98748001,01-Sep-1948,null,TAIARAPU-OUEST,VAIRAO 1,IFREMER,"17°48'20""S","149°17'35""W",-17.805500,-149.293167,8931,80274,8930.84,80274.17,-17.80555556,-149.29305556,2,null,1,
98748002,01-Oct-1959,null,TAIARAPU-OUEST,TEAHUPOO 1,AHUATOA,"17°50'48""S","149°16'0""W",-17.846667,-149.266667,8958,80228,8958.06,80227.98,-17.84666667,-149.26666667,3,null,4,
98748003,01-Oct-1968,null,TAIARAPU-OUEST,TEAHUPOO 2,POINTE FAEAMAHORA AHIAHI,"17°51'29""S","149°14'58""W",-17.858167,-149.249333,8976,80215,8976.20,80214.87,-17.85805556,-149.24944444,2,null,4,
98748005,01-Dec-1982,30-Jun-1984,TAIARAPU-OUEST,TOAHOTU 1,POINTE RIRI,"17°46'48""S","149°18'36""W",-17.780000,-149.310000,8914,80303,8913.52,80302.78,-17.78,-149.31,1,null,4,
98748006,01-Aug-1982,30-Jun-1984,TAIARAPU-OUEST,TOAHOTU 2,HOTEL PLATEAU DE PUUNUI,"17°46'48""S","149°16'48""W",-17.780000,-149.280000,8945,80302,8945.37,80302.15,-17.78,-149.28,410,null,4,
98748007,01-Aug-1982,30-Jun-1984,TAIARAPU-OUEST,TOAHOTU 3,RESIDENCE PLATEAU DE PUUNUI,"17°46'48""S","149°15'54""W",-17.780000,-149.265000,8961,80302,8961.30,80301.83,-17.78,-149.265,510,null,4,
98748009,01-Sep-1999,01-Jul-2024,TAIARAPU-OUEST,VAIRAO 2,VAIRUIA,"17°49'6""S","149°17'42""W",-17.818333,-149.295000,8929,80260,8928.61,80259.98,-17.81833333,-149.295,2,null,4,
98748010,01-Oct-1999,null,TAIARAPU-OUEST,AIVARO P1,null,"17°50'58""S","149°14'12""W",-17.849500,-149.236667,8990,80224,8989.84,80224.20,-17.84944444,-149.23666667,40,null,3,
98748011,01-Sep-1997,null,TAIARAPU-OUEST,AOMA P3,null,"17°46'10""S","149°17'7""W",-17.769500,-149.285333,8940,80314,8939.94,80313.90,-17.76944444,-149.28527778,300,null,3,
98748012,04-Oct-2021,null,TAIARAPU-OUEST,TEAHUPOO,FAARIINENEVA,"17°51'34""S","149°14'48""W",-17.859333,-149.246667,8979,80214,8979.00,80213.52,-17.85944444,-149.24666667,10,null,1,
98749001,01-Aug-1951,null,TAKAROA,TAKAROA,AÃƒÂ©rodrome,"14°27'25""S","145°1'31""W",-14.456833,-145.025167,13620,83867,13619.70,83866.84,-14.45694444,-145.02527778,2,NTKR,0,
98749002,01-Feb-1976,31-Dec-1978,TAKAROA,TAKAPOTO,FAKATOPATERE VILLAGE,"14°42'6""S","145°15'6""W",-14.701667,-145.251667,13364,83602,13364.19,83602.34,-14.70166667,-145.25166667,3,null,4,
98749600,01-Jun-2008,null,TAKAROA,NORD TUAMOTU,TEKAPOTO-NORD TUAMOTU,"14°30'0""S","145°30'0""W",-14.500000,-145.500000,13102,83836,13102.21,83836.23,-14.5,-145.5,0,null,7,
98749800,01-Aug-2011,11-Mar-2014,TAKAROA,TAKAROA_DOUBLE,TEAVAROA VILLAGE,"14°28'28""S","145°2'17""W",-14.474500,-145.038000,13605,83848,13605.06,83847.62,-14.47444444,-145.03805556,2,null,5,
98750003,01-Mar-1991,null,TAPUTAPUATEA,OPOA,Fainu,"16°49'35""S","151°22'22""W",-16.826500,-151.372833,6734,81389,6733.86,81389.03,-16.82638889,-151.37277778,2,null,2,
98750005,01-Feb-1994,30-Jun-1996,TAPUTAPUATEA,AVERA 1,BAIE DE FAAROA PK 18.5,"16°49'30""S","151°25'18""W",-16.825000,-151.421667,6682,81391,6681.83,81391.11,-16.825,-151.42166667,6,null,4,
98750006,01-Jul-1999,31-Aug-2011,TAPUTAPUATEA,AVERA 2,FAAHARATO,"16°45'42""S","151°25'30""W",-16.761667,-151.425000,6679,81461,6678.83,81461.22,-16.76166667,-151.425,2,null,4,
98750007,01-Nov-2001,31-Aug-2011,TAPUTAPUATEA,AVERA 3,AVERA-RAHI TEHORO,"16°48'18""S","151°25'12""W",-16.805000,-151.420000,6684,81413,6683.78,81413.23,-16.805,-151.42,8,null,4,
98750008,01-Jul-1978,31-Aug-1981,TAPUTAPUATEA,AVERA 4,BAIE DE FAAROA,"16°49'12""S","151°24'0""W",-16.820000,-151.400000,6705,81396,6704.96,81396.46,-16.82,-151.4,31,null,4,
98750009,01-Nov-2015,01-Jan-2024,TAPUTAPUATEA,AVERA 5,Baie de Faaroa,"16°49'12""S","151°25'11""W",-16.820000,-151.419833,6684,81397,6683.83,81396.63,-16.82,-151.41972222,4,null,4,
98751001,01-May-2004,null,TATAKOTO,TATAKOTO,null,"17°20'51""S","138°27'6""W",-17.347500,-138.451667,20597,80220,20596.50,80220.12,-17.3475,-138.45166667,2,null,4,
98751600,20-Aug-2010,null,TATAKOTO,PT-EST-TUAMOTU,PT-EST-TUAMOTU,"17°30'0""S","137°30'0""W",-17.500000,-137.500000,21623,79963,21622.53,79962.90,-17.5,-137.5,0,null,7,
98752001,01-Aug-1922,null,TEVA I UTA,PAPEARI 1,RESTAURANT GAUGUIN PK51,"17°45'32""S","149°22'37""W",-17.758833,-149.376833,8843,80328,8843.01,80327.62,-17.75888889,-149.37694444,2,null,2,
98752002,01-Apr-1967,30-Apr-1993,TEVA I UTA,PAPEARI 2,ANSE TIOPI PK 56.5,"17°44'30""S","149°20'12""W",-17.741667,-149.336667,8886,80346,8886.04,80345.82,-17.74166667,-149.33666667,1,null,4,
98752003,01-Apr-1969,01-Feb-2008,TEVA I UTA,MATAEIA 1,BAIE TEHORO,"17°46'18""S","149°26'18""W",-17.771667,-149.438333,8777,80315,8777.44,80314.65,-17.77166667,-149.43833333,2,null,4,
98752004,01-Jun-1982,30-Jun-2002,TEVA I UTA,MATAIEA 2,VAITE,"17°43'30""S","149°23'12""W",-17.725000,-149.386667,8833,80365,8833.29,80365.32,-17.725,-149.38666667,100,null,3,
98752005,01-Jan-1989,null,TEVA I UTA,MATAIEA 3,LAC VAIHIRIA,"17°41'24""S","149°25'5""W",-17.690000,-149.418000,8801,80405,8800.76,80404.74,-17.69,-149.41805556,250,null,3,
98752006,01-Jul-1993,null,TEVA I UTA,PAPEARI 3,ANSE TIOPI,"17°44'29""S","149°20'32""W",-17.741333,-149.342167,8880,80346,8880.20,80346.30,-17.74138889,-149.34222222,20,null,4,
98752008,01-Feb-2003,null,TEVA I UTA,MATAIEA 4,OTIAROA,"17°45'51""S","149°24'3""W",-17.764167,-149.400833,8817,80322,8817.42,80322.20,-17.76416667,-149.40083333,5,null,4,
98752009,01-Jul-2006,null,TEVA I UTA,PAPEARI4,PK51,"17°45'40""S","149°22'46""W",-17.761000,-149.379333,8840,80325,8840.31,80325.27,-17.76111111,-149.37944444,2,null,4,
98752010,08-Oct-2013,null,TEVA I UTA,TITAAVIRI 2,null,"17°41'20""S","149°23'28""W",-17.688833,-149.391000,8829,80405,8829.46,80405.48,-17.68888889,-149.39111111,300,null,3,
98752011,01-Oct-1987,null,TEVA I UTA,VAIHIRIA P2,null,"17°41'6""S","149°25'1""W",-17.685000,-149.416833,8802,80410,8802.10,80410.25,-17.685,-149.41694444,460,null,3,
98752012,01-Dec-2002,null,TEVA I UTA,VAIPAHI P1,null,"17°44'53""S","149°23'14""W",-17.748000,-149.387167,8832,80340,8832.27,80339.84,-17.74805556,-149.38722222,200,null,3,
98752013,01-Oct-1987,null,TEVA I UTA,PAPEARI P1,Jardin botanique,"17°45'32""S","149°22'11""W",-17.758833,-149.369667,8851,80327,8850.62,80327.48,-17.75888889,-149.36972222,2,null,3,
98753001,01-Aug-1948,null,TUBUAI,MATAURA 1,Pharmacie,"23°20'41""S","149°28'38""W",-23.344833,-149.477167,8603,74139,8602.74,74138.80,-23.34472222,-149.47722222,2,null,2,
98753002,01-Nov-1980,null,TUBUAI,TUBUAI AERO,MATAURA AERODROME,"23°22'14""S","149°31'46""W",-23.370667,-149.529333,8549,74111,8548.65,74111.46,-23.37055556,-149.52944444,3,NTAT,2,
98753003,01-Dec-1982,01-Apr-2011,TUBUAI,MAHU,MAHU VILLAGE,"23°23'24""S","149°26'56""W",-23.390000,-149.449000,8630,74088,8630.33,74088.02,-23.39,-149.44888889,2,null,4,
98753004,01-Dec-1982,28-Feb-2019,TUBUAI,TAAHUAIA,TAAHUAIA TEUO,"23°21'34""S","149°26'19""W",-23.359333,-149.438667,8642,74122,8641.75,74121.76,-23.35944444,-149.43861111,3,null,4,
98753005,01-Apr-1993,31-Dec-1994,TUBUAI,TUBUAI- SMA,MATAURA HUAHINE SMA,"23°22'0""S","149°31'60""W",-23.366667,-149.533333,8545,74116,8544.66,74115.99,-23.36666667,-149.53333333,200,null,4,
98753006,01-Mar-2010,30-Sep-2021,TUBUAI,MATAURA,Huahine,"23°22'58""S","149°29'35""W",-23.382667,-149.493167,8585,74097,8585.34,74097.26,-23.38277778,-149.49305556,200,null,4,
98754004,01-Jul-1999,01-Jan-2025,TUMARAA,FETUNA 2,BAIE DE FAATEMU,"16°53'30""S","151°26'7""W",-16.891667,-151.435167,6667,81317,6666.85,81317.45,-16.89166667,-151.43527778,16,null,4,
98754005,01-Nov-2002,null,TUMARAA,VAIAAU 2,MARAHI,"16°51'33""S","151°28'50""W",-16.859167,-151.480500,6619,81354,6618.83,81353.79,-16.85916667,-151.48055556,3,null,4,
98754006,01-Aug-1982,31-Jul-1990,TUMARAA,FETUNA,POINTE TAURERE,"16°54'36""S","151°28'12""W",-16.910000,-151.470000,6630,81297,6629.58,81297.46,-16.91,-151.47,2,null,4,
98754007,01-Jan-1987,30-Jun-1989,TUMARAA,VAIAAU,BAIE DE TEHURUI,"16°50'30""S","151°28'36""W",-16.841667,-151.476667,6623,81373,6623.07,81373.13,-16.84166667,-151.47666667,50,null,4,
98754008,01-Oct-2014,null,TUMARAA,TEVAITOA,Vai-Huaru,"16°46'8""S","151°29'34""W",-1512934,-16.768833,-151.492667,6607,81454,6606.63,-16.76888889,-151.49277778,81453.85,2,null,4
98755001,01-Dec-1956,31-Mar-1996,TUREIA,TUREIA-METEO,TUAMOTU,"20°46'0""S","138°33'0""W",-20.766667,-138.550000,20163,76348,20162.69,76348.33,-20.76666667,-138.55,0,NTGY,0,
98755002,01-Feb-1964,null,TUREIA,MORUROA,METEO MURU,"21°48'38""S","138°49'22""W",-21.810500,-138.822833,19763,75193,19763.49,75192.81,-21.81055556,-138.82277778,3,NTTX,1,
98755003,01-Apr-1970,31-Aug-1996,TUREIA,TEMATANGI,TEMATANGI VILLAGE,"21°37'24""S","140°38'54""W",-21.623333,-140.648333,17856,75572,17856.42,75572.13,-21.62333333,-140.64833333,5,null,0,
98755004,01-Apr-2003,01-Jan-2025,TUREIA,TUREIA,FAKAMARU VILLAGE,"20°46'28""S","138°33'55""W",-20.774333,-138.565167,20146,76341,20145.72,76341.12,-20.77444444,-138.56527778,2,null,4,
98755600,01-Jun-2008,null,TUREIA,TUREIA-TUAMOTU,TUREIA-TUAMOTU,"22°0'0""S","140°30'0""W",-22.000000,-140.500000,17978,75135,17977.66,75135.23,-22,-140.5,0,null,7,
98755601,20-Aug-2010,null,TUREIA,PT-SUD-EST-TUAMOTU,PT-SUD-EST-TUAMOTU,"22°30'0""S","137°30'0""W",-22.500000,-137.500000,21083,74271,21082.67,74271.25,-22.5,-137.5,0,null,7,
98756001,01-Jan-1961,31-Jan-2016,UA-HUKA,VAIPAEE,VAIPAEE VILLAGE,"8°56'2""S","139°34'25""W",-8.933833,-139.573667,19892,89850,19891.78,89849.77,-8.93388889,-139.57361111,5,null,4,
98756002,01-Oct-1974,30-Jun-1989,UA-HUKA,UA-HUKA - AERO,UA-HUKA AERODROME,"8°56'12""S","139°33'6""W",-8.936667,-139.551667,19917,89846,19916.50,89845.63,-8.93666667,-139.55166667,46,null,4,
98756003,01-Nov-1983,null,UA-HUKA,HANE,HANE VILLAGE,"8°55'26""S","139°32'8""W",-8.924000,-139.535500,19935,89859,19935.29,89859.34,-8.92388889,-139.53555556,15,null,4,
98756004,01-Oct-1997,30-Apr-2015,UA-HUKA,VAIPAEE 1,Papua Keikaha,"8°55'20""S","139°33'50""W",-8.922167,-139.563833,19903,89863,19903.38,89862.61,-8.92222222,-139.56388889,100,null,4,
98756005,01-Oct-2014,01-Nov-2025,UA-HUKA,HOKATU,Pou-Au,"8°55'11""S","139°31'30""W",-8.919833,-139.525000,19947,89864,19947.32,89863.63,-8.91972222,-139.525,90,null,4,
98756006,01-Nov-2017,26-Nov-2025,UA-HUKA,HOKATU 1,Hae Hutu,"8°55'49""S","139°31'32""W",-8.930167,-139.525500,19946,89852,19946.32,89851.91,-8.93027778,-139.52555556,12,null,4,
98756600,20-Aug-2010,null,UA-HUKA,PT-EST-MARQUISES,PT-EST-MARQUISES,"7°30'0""S","137°30'0""W",-7.500000,-137.500000,22308,91398,22308.16,91398.34,-7.5,-137.5,0,null,7,
98757001,01-Oct-1959,30-Apr-2019,UA-POU,HAKAHAU 1,Puokeu,"9°21'55""S","140°3'3""W",-9.365333,-140.050833,19336,89380,19335.72,89380.42,-9.36527778,-140.05083333,25,null,4,
98757002,01-Jan-1978,null,UA-POU,HAKAHETAU,HAKAHETAU,"9°21'35""S","140°6'10""W",-9.359833,-140.102833,19277,89389,19277.44,89388.84,-9.35972222,-140.10277778,30,null,4,
98757003,01-Nov-1983,null,UA-POU,HOHOI,HOHOI VILLAGE,"9°25'38""S","140°3'0""W",-9.427333,-140.050000,19334,89310,19334.02,89310.14,-9.42722222,-140.05,30,null,4,
98757004,01-Aug-1997,null,UA-POU,HAKAHAU - KOKO,HAKAHAU KOKOMOVAI,"9°22'55""S","140°3'37""W",-9.382000,-140.060167,19325,89362,19324.51,89361.93,-9.38194444,-140.06027778,170,null,4,
98757005,01-Dec-2001,31-Aug-2005,UA-POU,HAKATAO,HAKATAO VILLAGE,"9°27'12""S","140°5'6""W",-9.453333,-140.085000,19294,89282,19293.53,89282.16,-9.45333333,-140.085,15,null,4,
98758001,01-Jan-1933,31-Dec-1982,UTUROA,UTUROA 1,VILLE UTUROA (POSTE),"16°43'49""S","151°26'30""W",-16.730333,-151.441667,6661,81496,6661.33,81496.04,-16.73027778,-151.44166667,2,null,4,
98758002,01-Jan-1953,01-May-1981,UTUROA,MOPELIA-002,SOCIETE,"16°46'0""S","153°56'60""W",-16.766667,-153.950000,3987,81460,3987.47,81459.93,-16.76666667,-153.95,2,null,5,
98758006,01-Aug-1982,30-Apr-1989,UTUROA,UTUROA 2,VILLE UTUROA (ECOLE),"16°43'60""S","151°26'60""W",-16.733333,-151.450000,6652,81493,6652.42,81492.79,-16.73333333,-151.45,3,null,4,
98758007,01-Sep-1982,30-Apr-1989,UTUROA,UTUROA 3,VILLE UTUROA (USINE ELEC),"16°43'60""S","151°27'18""W",-16.733333,-151.455000,6647,81493,6647.09,81492.83,-16.73333333,-151.455,4,null,4,
98758009,01-Aug-1982,null,UTUROA,UTUROA 4,VILLE UTUROA (VAITAHE),"16°43'25""S","151°27'8""W",-16.723500,-151.452167,6650,81504,6650.20,81503.69,-16.72361111,-151.45222222,8,null,4,
98758010,06-Mar-2017,null,UTUROA,RAIATEA-AERO,Motu Tapu,"16°43'18""S","151°27'59""W",-16.721667,-151.466333,6635,81506,6635.11,81505.83,-16.72166667,-151.46638889,2,null,2,
98758600,01-Jun-2008,null,UTUROA,SUD-RAIATEA,SUD-RAIATEA,"17°0'0""S","151°30'0""W",-17.000000,-151.500000,6597,81198,6596.87,81198.11,-17,-151.5,0,null,7,
98799001,01-Jul-1966,null,ILE DE CLIPPERTON,CLIPPERTON,ILE DE CLIPPERTON,"10°17'30""S","109°13'54""W",10.291667,-109.231667,6937,11382,6936.63,11382.07,-10.29166667,-109.23166667,1,null,5,
